group	__eegfeat_row_id	eeg_itpc_theta_central_baseline_raw_p082795f6407b	eeg_itpc_theta_central_stimulus_raw_pb167797a676b	eeg_itpc_theta_parietal_baseline_raw_pc03630e19492	eeg_itpc_theta_parietal_stimulus_raw_p83e61a384b2a	eeg_itpc_alpha_central_baseline_raw_p73c45d0e495d	eeg_itpc_alpha_central_stimulus_raw_p48a2762a64ff	eeg_itpc_alpha_parietal_baseline_raw_p196a2c304ff4	eeg_itpc_alpha_parietal_stimulus_raw_pea8d0d786609
stim	"[""group"",""stim""]"	0.19507706185186868	0.19537995661634047	0.20665527418184354	0.19781213304243567	0.06552879969928846	0.0866322235477109	0.06535546125443756	0.06088484915837397
